ID,IP,DeviceCount,RAM
699,43.23.150.127,0,162.40005607908074
700,3.226.148.9,7,93.37378791590743
701,59.161.29.60,5,39.090292364923016
702,131.142.30.104,2,68.15052840629019
703,209.206.101.117,3,117.54181403390137
704,193.96.31.209,8,21.807755107500753
705,77.163.4.133,1,163.74598152618682
706,113.156.180.68,0,169.1517307548045
707,210.229.96.243,6,207.82506307445752
708,196.13.221.178,4,251.87207448425522
709,183.43.28.0,5,159.57857031060638
710,29.55.230.189,6,161.5290732722721
711,222.55.92.179,2,186.67134199632096
712,106.196.134.229,0,221.30775450674
713,73.107.239.50,8,22.676440503600617
714,211.35.3.69,7,21.58637181855363
715,71.74.35.227,2,196.63799205840948
716,184.238.14.133,3,216.7585643825349
717,144.161.16.186,8,245.2559720410076
718,149.31.249.141,3,127.76677990992565
719,218.46.94.171,4,152.4615045221995
720,153.213.48.121,1,82.13987899788438
721,198.33.121.120,3,46.67038893115537
722,81.120.78.201,3,234.3957956099919
723,37.110.80.229,3,78.51853826842239
724,71.67.132.88,1,160.29308568214122
725,84.176.241.59,2,132.39325096745935
726,191.190.235.241,6,175.56276475228682
727,112.246.198.68,3,70.70726798577405
728,46.222.120.136,0,250.62537729960056
729,144.44.195.220,5,71.29343757920921
730,211.46.52.234,5,255.94395055720477
731,172.6.255.221,2,54.29610808725121
732,192.51.8.146,2,137.41623061967132
733,212.33.22.121,1,254.75501640597426
734,123.201.251.189,6,175.6276485779017
735,67.67.96.201,0,104.91065380264408
736,87.53.128.247,7,65.05933297758881
737,134.142.233.215,7,42.642153235023414
738,199.180.101.22,3,57.82803769685668
739,8.18.255.182,6,254.142613116416
740,36.68.38.210,2,254.80092560922995
741,223.139.13.119,6,149.80675946472223
742,142.208.199.214,3,53.05381184869964
743,6.145.158.66,3,127.03309763312652
744,5.206.197.250,8,84.53065332204869
745,214.98.247.65,1,196.1600981993478
746,138.0.103.156,1,69.64758330194346
747,82.241.169.84,6,174.90795181286143
748,211.169.2.105,1,204.78727637077756
749,8.166.137.96,5,22.615422401134197
750,8.14.11.48,8,176.85106198887937
751,154.126.51.151,1,93.9862619432651
752,174.100.60.242,5,82.18066066223355
753,109.212.225.139,4,41.14949211227858
754,190.98.91.84,3,105.8599688679272
755,193.186.207.147,1,196.7649533751168
756,161.212.1.158,0,86.21127983846702
757,18.129.39.59,5,75.90214901383422
758,43.246.72.163,1,229.2032406520342
759,108.98.8.69,8,60.59020067484187
760,59.161.3.168,1,19.333891025218378
761,153.55.187.82,1,122.67911501105522
762,77.157.94.11,1,73.45276147629849
763,222.60.46.65,6,78.17312451210927
764,76.255.180.121,2,228.10676392781704
765,30.141.19.109,5,4.412912986988999
766,134.7.207.101,1,233.5770172519124
767,214.68.80.131,3,243.2939621291009
768,191.109.34.4,8,199.86500196692066
769,141.17.158.163,3,239.17422472263266
770,169.249.225.150,6,164.65369101056052
771,148.253.25.113,3,56.885321139504214
772,223.39.118.130,0,249.66487476866044
773,109.11.245.65,4,154.8987121323966
774,12.83.235.155,2,109.31851025430797
775,16.195.85.25,7,9.576461880303498
776,115.155.54.48,4,20.74465395330685
777,160.80.175.156,0,249.07691077362094
778,163.79.40.44,8,122.51389171235218
779,46.182.203.54,7,0.7594184277830323
780,32.97.254.112,1,218.37543401584406
781,172.131.57.197,8,150.5652485172761
782,152.77.50.90,5,34.521397707905095
783,134.26.123.29,0,249.57084636579893
784,182.100.195.114,4,170.0938812753948
785,122.136.74.31,0,94.06684965264944
786,156.161.153.113,0,85.12150507827681
787,216.128.28.32,8,169.35313732360646
788,73.115.210.132,7,18.064589500566996
789,115.154.69.234,4,174.01983002339915
790,57.46.128.231,4,249.48206987340996
791,223.36.196.30,4,170.8950071789276
792,170.60.19.87,2,210.39532843636786
793,168.215.222.223,1,80.38471143215901
794,17.96.253.231,3,128.12546885396347
795,77.92.176.176,0,110.19185597867806
796,4.15.186.84,8,104.80908192317605
797,222.222.186.116,1,20.773153290042472
798,166.139.177.13,1,75.38925123073355
799,56.225.201.194,2,196.1945862996145
800,90.196.127.140,8,151.9997036299485
801,49.48.90.123,6,246.64873698584003
802,67.20.76.104,2,42.66041636586917
803,179.64.79.172,0,178.69346482766244
804,171.127.155.61,1,69.80228346992178
805,139.90.85.91,1,184.46687022645062
806,36.183.219.159,7,246.43416907065924
807,199.62.1.194,4,179.85170953309074
808,140.68.98.124,5,80.90261830429876
809,208.134.107.161,1,103.4421532169221
810,93.88.200.10,7,120.63707630028375
811,122.44.198.246,1,68.83137446928615
812,133.203.62.163,1,231.83727365389538
813,126.91.128.199,7,13.579418845714542
814,148.6.154.122,6,153.53531636607008
815,168.180.137.71,4,93.55507900142018
816,196.40.173.72,6,53.0190936811841
817,95.221.65.174,6,152.34426660189098
818,105.154.252.47,8,252.53880594843204
819,71.232.53.5,5,131.9016225154212
820,123.25.242.175,1,248.5081754902628
821,148.79.66.184,5,83.33678260920391
822,142.163.174.32,5,171.6709694318472
823,56.122.74.152,5,161.25416751744632
824,41.6.126.42,7,45.78694811097742
825,88.66.216.202,0,123.8630830700028
826,91.136.137.199,6,155.31912129379748
827,31.152.60.30,6,140.77626230374767
828,73.22.229.156,2,52.99667244045733
829,92.22.154.182,2,115.49583582456953
830,122.210.48.140,4,113.79043544464665
831,97.123.7.78,2,188.53617122859805
832,35.112.62.12,2,12.30787165244746
833,92.145.171.57,4,185.4892929215703
834,202.4.132.150,5,241.29840130940352
835,214.99.225.129,2,147.51410232405686
836,103.147.31.159,0,70.37489971850687
837,189.30.206.20,6,169.68844638455502
838,178.199.0.203,4,129.86003390814088
839,205.250.66.129,7,127.4195139614568
840,151.189.46.248,2,219.1292622974828
841,49.88.98.23,7,127.2533054097135
842,184.19.218.83,6,218.4922568963058
843,90.145.237.10,5,120.77578396246471
844,34.185.93.170,4,180.6663477085756
845,79.182.103.236,4,10.073685883188006
846,202.237.150.236,0,149.37534335477557
847,118.60.74.253,3,229.39457714965226
848,31.237.176.68,2,44.192311562113986
849,168.218.89.115,4,172.2765361523028
850,135.205.225.146,6,205.8210941273926
851,213.202.113.122,1,70.0569217037388
852,169.246.64.199,0,7.383885349984297
853,85.221.190.94,5,173.25989810774038
854,16.8.228.106,7,225.0710355442926
855,128.152.239.144,2,145.8303200599572
856,131.224.171.145,6,127.11270365758875
857,210.179.144.202,0,70.47140183892347
858,181.98.39.248,3,98.72563815993706
859,111.58.61.162,8,48.91560967063063
860,52.109.146.153,8,80.8865819085284
861,163.242.151.150,4,178.59610977453764
862,50.89.171.93,1,132.63626768483928
863,109.33.27.39,8,114.64170757131075
864,67.28.102.248,4,101.4185983653048
865,185.130.218.6,1,1.2095028513180353
866,186.54.158.128,4,231.73792535201474
867,126.181.113.137,8,226.78886703546183
868,103.209.255.52,3,1.652945211144413
869,199.12.2.39,8,248.54320770379186
870,51.254.248.154,7,147.1107183708362
871,95.142.187.238,5,76.47876904456083
872,4.67.116.200,8,244.0822964221854
873,184.78.79.182,6,162.99743382020154
874,176.123.28.197,5,123.5489355345226
875,40.217.199.187,5,171.70790755131353
876,190.135.249.56,1,71.33902949460321
877,51.142.224.127,0,12.831130606106257
878,145.116.215.123,3,235.94866359626818
879,163.131.55.254,1,201.43856388710068
880,89.220.11.219,5,242.37177775012236
881,83.176.49.241,6,107.60653082454303
882,16.33.176.40,2,227.5925974396611
883,58.35.74.42,8,113.33563774792216
884,79.127.203.0,2,233.14750730274028
885,6.30.232.39,5,33.24727083987014
886,73.215.165.42,1,126.89707701912764
887,89.221.189.69,5,210.47113418381707
888,197.39.118.217,7,78.55833739879327
889,19.14.59.204,5,21.488272906747824
890,212.52.181.153,4,58.65413644176169
891,210.177.70.191,5,109.82719714085255
892,117.42.4.37,7,57.47350262907406
893,122.246.135.206,2,220.61296981128987
894,189.168.72.36,6,218.94095846295977
895,25.26.135.87,8,106.06105725667041
896,61.171.95.91,3,189.54522951712585
897,185.144.180.108,1,194.6509496549061
898,167.22.91.117,2,129.10463856482372
899,75.78.167.127,0,40.2919452053155
900,13.68.249.58,7,194.07088790159517
901,213.77.47.46,0,204.19390428454028
902,62.192.15.58,5,174.40931831561852
903,57.169.54.122,2,112.45329001838286
904,207.214.223.4,3,80.43748338726388
905,121.156.93.12,8,137.25922025112624
906,106.232.196.180,6,155.2562875192901
907,77.225.55.233,7,232.38494716278606
908,118.145.240.62,6,105.05716168197682
909,150.18.140.166,7,215.10557909786016
910,176.202.98.128,7,86.10382644487188
911,17.186.116.190,5,103.53016793588483
912,204.94.12.211,1,144.5461609907643
913,102.76.228.119,7,120.21772929569974
914,218.211.95.221,3,192.09210241705142
915,64.77.230.136,4,55.32606038564893
916,102.127.63.49,2,78.15318358920186
917,178.120.137.98,4,134.463375859608
918,215.101.222.184,0,169.51366912639043
919,176.23.234.79,7,128.98881424508482
920,90.55.8.78,7,128.61632897424857
921,184.112.70.41,1,163.9601857209662
922,13.21.168.128,5,119.21005133012218
923,202.73.13.198,5,186.48023418466192
924,189.218.85.151,6,134.14229334202443
925,93.220.113.184,7,198.505338193617
926,133.114.101.87,3,129.66739623679013
927,48.64.29.136,2,228.76739013943407
928,9.242.190.206,1,165.75289920083702
929,166.228.61.127,5,89.47455843272601
930,220.82.240.49,4,200.151086989964
931,223.56.100.213,7,108.42668122607736
932,62.213.213.38,2,30.73517853035591
933,77.111.73.31,7,132.15296915771856
934,73.219.207.234,6,1.4663469214176814
935,29.32.254.8,3,15.61967974844731
936,200.100.43.48,8,245.1182237757594
937,98.116.230.54,5,63.38081477306551
938,14.113.84.186,2,135.8499943133
939,100.198.227.236,1,53.505911069187135
940,212.63.4.185,7,245.99292425495085
941,163.123.125.140,3,144.42765408133087
942,174.222.65.178,5,71.75754606374173
943,186.204.120.252,3,24.43262355648193
944,207.61.52.104,6,232.78771255096615
945,64.212.8.54,4,251.9751393320286
946,133.24.158.85,8,99.85235496280126
947,197.216.251.98,6,248.62791779065327
948,128.63.23.91,7,121.08396935818129
949,142.134.241.181,0,14.495693917968538
950,131.144.226.228,6,60.31837255406626
951,123.137.27.157,4,91.53799615565458
952,94.149.153.2,1,6.833103330591257
953,136.50.177.1,8,79.61738394695053
954,20.201.57.30,3,185.6440724705966
955,181.188.207.174,3,43.103748926997014
956,171.223.142.82,2,192.15628594129916
957,128.188.124.137,2,54.96695649176496
958,66.144.171.44,1,125.81535089693381
959,220.179.192.59,6,180.0016464859449
960,45.220.52.92,4,251.23346356668773
961,118.251.194.36,7,66.6649865842962
962,114.74.153.133,8,148.0488575516973
963,221.59.201.235,5,253.33160413410494
964,22.138.186.195,7,173.8853288132176
965,44.40.251.152,8,106.116871026804
966,116.26.210.251,4,16.68727850594024
967,167.34.180.103,0,154.05507240202692
968,29.93.227.177,2,239.32984687674573
969,167.87.128.54,2,241.35699545040774
970,172.28.120.98,2,236.41417474296367
971,144.57.0.149,8,177.20569242113146
972,56.9.108.127,5,163.98560534146978
973,209.163.32.35,8,236.12543233387373
974,208.27.190.79,0,197.02808447788942
975,11.116.175.213,6,67.45420165064235
976,133.157.75.228,3,170.55498649973197
977,122.24.139.224,1,3.915527659516698
978,32.68.102.237,2,102.64859006504975
979,120.19.2.58,3,40.039614687050005
980,94.0.24.223,2,186.07879126886323
981,79.202.32.198,5,203.01849062205105
982,3.241.161.216,4,40.5552716053065
983,8.35.123.134,2,150.26064738180278
984,151.55.103.212,1,123.24738351522254
985,62.241.1.21,0,114.37978379592579
986,87.210.30.13,5,92.97759734655273
987,125.162.26.210,4,4.951774529905521
988,120.18.237.237,3,64.1858580523122
989,184.219.220.186,4,76.61876576610834
990,72.21.80.137,3,45.92902622245171
991,114.207.34.122,7,186.73740142753869
992,142.67.160.44,8,95.34232715615312
993,189.215.98.118,1,19.10724379460504
994,66.62.37.148,4,180.27805174714143
995,37.151.30.26,7,232.66591886527613
996,37.173.74.93,6,40.28517167835085
997,57.35.60.25,4,57.579280637428155
998,78.9.19.195,1,109.70125104749488
999,167.51.85.149,6,47.48813587580241
1000,185.121.126.129,2,3.829533396358812
